title,price_sale,price_base,brand,cpu_brand,cpu_detail,cpu_cores,cpu_threads,ram_size,storage_size,storage_type,screen_size,raw_specs_count,price_sale_clean,brand_score,cpu_gen,cpu_performance_score,cpu_brand_Intel,cpu_brand_AMD,cpu_brand_Apple,ram_type_DDR3,ram_type_DDR3L,ram_type_DDR4,ram_type_DDR4X,ram_type_DDR4X4266MHZ,ram_type_DDR5,ram_type_DDR5X,ram_type_DDR6,ram_type_RAM_TYPE,gpu_info,screen_res,screen_tech,battery,gpu_brand,gpu_vram,gpu_class,gpu_brand_te,gpu_class_te,screen_brightness_nits,screen_srgb_percent,screen_ntsc_percent,screen_anti_glare,battery_wh,battery_cells,screen_res_cleaned,screen_res_cleaned_1080x1920,screen_res_cleaned_1200x1920,screen_res_cleaned_1366x768,screen_res_cleaned_1440x2560,screen_res_cleaned_1600x2560,screen_res_cleaned_1920x1080,screen_res_cleaned_1920x1200,screen_res_cleaned_1920x1280,screen_res_cleaned_2048x1280,screen_res_cleaned_2160x1350,screen_res_cleaned_2160x1440,screen_res_cleaned_2160x3840,screen_res_cleaned_2240x1400,screen_res_cleaned_2256x1504,screen_res_cleaned_2560x1080,screen_res_cleaned_2560x1440,screen_res_cleaned_2560x1600,screen_res_cleaned_2880x1620,screen_res_cleaned_2880x1800,screen_res_cleaned_2880x1920,screen_res_cleaned_3000x1876,screen_res_cleaned_3000x2000,screen_res_cleaned_3072x1920,screen_res_cleaned_3200x1800,screen_res_cleaned_3200x2000,screen_res_cleaned_3456x2160,screen_res_cleaned_3840x2160,screen_res_cleaned_3840x2400,screen_res_cleaned_720x1280,screen_res_cleaned_N/A,gpu_brand_AMD,gpu_brand_Intel,gpu_brand_NVIDIA,gpu_brand_Other,gpu_brand_Unknown,gpu_class_Discrete,gpu_class_Integrated,gpu_class_Unknown
Laptop HP Pavilion 15-EG0007TX 2D9D5PA,22490000.0,23390000.0,HP,Intel,,,,8,512.0,SSD,15.6,21,22490000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce MX450 2GB GDDR5,1920 x 1080 pixels (FullHD),"Độ sáng 250 nit, màn hình chống chói, 45% NTSC",3Cell 41Whrs,NVIDIA,2,Discrete,21603861.43931257,21346578.81398885,300.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Dell Vostro 3400 70253900 - Cũ trầy xước,7690000.0,,Dell,Other,Core i5 1135G7,,,8,256.0,,14.0,13,7690000.0,15.367008343265791,1,53.0,0,0,0,0,0,0,0,0,0,0,0,0,Intel Iris Xe Graphics,,,3 Cell,Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,0.0,50.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Laptop Lenovo ThinkBook15p IMH,15990000.0,22990000.0,Lenovo,Intel,,4,8,8,512.0,SSD,15.6,23,15990000.0,18.146762225969645,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce GTX 1650 Max-Q 4GB GDDR6,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Màn hình chống chói Anti-glare, Độ phủ màu 100% sRGB",57Wh,NVIDIA,4,Discrete,21962005.347593583,21636442.211055275,300.0,100.0,45.0,1.0,57.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop LG Gram 2022 14ZD90Q-G.AX32A5,16590000.0,23290000.0,LG,Intel,,,,8,256.0,SSD,14.0,22,16590000.0,23.02519607843137,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel UHD Graphics,1920 x 1200 pixels (FullHD+),"LGD, Chống lóa mắt, gam màu DCI-P3 99%",72 Wh Li-on,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,72.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS TUF Gaming F15 FX507VV-LP181W,29990000.0,33990000.0,ASUS,Intel,,10,,32,512.0,SSD,15.6,28,29990000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 4060 8GB GDDR6
Intel Iris Xe Graphics",1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, Độ phủ màu 72% NTSC, 100% SRGB, 75.35% Adobe, Màn hình chống chói, G-Sync","90WHrs, 4S1P, 4-cell Li-ion",NVIDIA,8,Discrete,21658765.770707622,21341011.81304571,250.0,100.0,72.0,1.0,90.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Asus VivoBook Flip 14 TM420UA-EC181W,16090000.0,18490000.0,Asus,Other,Ryzen 5 5500U,,,8,512.0,SSD,14.0,20,16090000.0,19.129988593155893,5,58.5,0,0,0,0,0,1,0,0,0,0,0,0,AMD Radeon Graphics,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 450 nits","3-cell Li-ion, 42WHrs",AMD,0,Integrated,14109735.09933775,14587476.470588235,450.0,100.0,45.0,0.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop Lenovo Thinkbook 15 G2 ITL,17990000.0,20590000.0,Lenovo,Intel,,,,8,512.0,SSD,15.6,19,17990000.0,18.146762225969645,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris® Xe Graphics hoạt động như UHD Graphics,1920 x 1080 pixels (FullHD),"IPS 250nits, Anti-glare, 45% NTSC",45Wh,Intel,0,Integrated,14665286.283891547,14587476.470588235,250.0,100.0,45.0,0.0,45.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Gaming Victus 16-E0168AX 4R0U6PA,21490000.0,29990000.0,HP,AMD,Ryzen 7 5800H,,,8,512.0,SSD,16.1,22,21490000.0,14.255501691093574,5,110.5,0,1,0,0,0,1,0,0,0,0,0,0,NVIDIA® GeForce RTX™ 3050Ti 4GB GDDR6,1920 x 1080 pixels (FullHD),"Tần số quét 144HZ, Tấm nền IPS, 100% sRGB","4-cell, 70 Whrs",NVIDIA,4,Discrete,21658765.770707622,21341011.81304571,300.0,100.0,45.0,0.0,70.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP 15-EF2126WM 4J771UA,11990000.0,13600000.0,HP,AMD,,,12,8,256.0,SSD,15.6,19,11990000.0,14.255501691093574,0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,AMD Radeon™ Graphics,1920 x 1080 pixels (FullHD),Màn hình chống loá,"3-cell, 41 Wh Li-ion",AMD,0,Integrated,13931267.12328767,14566309.685779074,300.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop Dell Vostro 3400 C734G,15490000.0,20990000.0,Dell,Intel,,,,8,1024.0,HDD,14.0,14,15490000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),,3-cell,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Intel Evo Dell Inspiron 7000,19490000.0,24990000.0,Intel,Intel,,,,8,512.0,SSD,13.3,11,19490000.0,17.34,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),60Hz,,Intel,0,Integrated,14720549.78524014,14568172.895677608,300.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad 3 15ITL7,15990000.0,19990000.0,Lenovo,Intel,,,,12,256.0,SSD,15.6,20,15990000.0,18.146762225969645,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Màn hình chống loá, 300nits",45Whrs,Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,0.0,45.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Gaming GF65 Thin 10UE-228VN,29990000.0,35990000.0,MSI,Intel,Core i7 10750H,,,16,512.0,SSD,15.6,22,29990000.0,18.94291379310345,10,130.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA® GeForce RTX™ 3060 6GB Max-Q,1920 x 1080 pixels (FullHD),FullHD,3 Cell,NVIDIA,6,Discrete,21962005.347593583,21636442.211055275,300.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo LOQ 15IRX9 83DV00D5VN,27990000.0,31990000.0,Lenovo,Intel,,,20,16,512.0,SSD,15.6,27,27990000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTX 4050 6GB GDDR6,1920 x 1080 pixels (FullHD),"Độ sáng tối đa 300 nits, Màn hình chống chói, Độ phủ màu 100% sRGB, G-SYNC",60Wh,NVIDIA,6,Discrete,21783896.94041868,21386385.66380616,300.0,100.0,45.0,1.0,60.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop ASUS TUF Gaming FX506LI-HN096T,23990000.0,26990000.0,ASUS,Intel,,,,8,512.0,SSD,15.6,18,23990000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel® UHD Graphics,1920 x 1080 pixels (FullHD),"15.6"" FHD (1920 x 1080) IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 45% NTSC, 63% sRGB",3 Cell 48WHr,NVIDIA,4,Discrete,21658765.770707622,21341011.81304571,250.0,63.0,45.0,0.0,48.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Asus Vivobook 14 A412FA-EK155T,12990000.0,,Asus,Intel,,,,,1024.0,HDD,14.0,13,12990000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,Intel UHD Graphics 620,1920 x 1080 pixels (FullHD),"Anti-Glare Panel with 45% NTSC, NanoEdge",3 Cells 42 Whrs,Intel,0,Integrated,14644380.094043886,14566309.685779074,300.0,100.0,45.0,0.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad 5 Pro 14ARH7 82SJ0026VN,20990000.0,23990000.0,Lenovo,AMD,Ryzen 5 6600HS,,,16,512.0,SSD,14.0,24,20990000.0,18.146762225969645,6,91.8,0,1,0,0,0,0,0,0,1,0,0,0,AMD Radeon 660M tích hợp,2880 x 1800 pixels,"IPS 400nits Chống chói, 90Hz,, Độ phủ màu 100% sRGB, Ánh sáng xanh dương thấp TÜV, An toàn cho mắt","3 Cell, 56,5Wh",AMD,0,Integrated,13931267.12328767,14566309.685779074,400.0,100.0,45.0,1.0,5.0,3.0,2880x1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop Lenovo IdeaPad 3 14ABA7 82RM003UVN,14490000.0,16800000.0,Lenovo,AMD,Ryzen 7 5825U,8,16,8,512.0,SSD,14.0,23,14490000.0,18.146762225969645,5,76.5,0,1,0,0,0,1,0,0,0,0,0,0,AMD Radeon Graphics,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, Màn hình chống chói",Tích hợp 45Wh,AMD,0,Integrated,13841765.734265734,14568172.895677608,250.0,100.0,45.0,1.0,45.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop MSI Modern 15 A5M 235VN,18490000.0,,MSI,AMD,Ryzen 7 5700U,,16,8,512.0,SSD,15.6,23,18490000.0,18.94291379310345,5,76.5,0,1,0,0,0,1,0,0,0,0,0,0,AMD Radeon 1900 MHz,1920 x 1080 pixels (FullHD),"LED Backlit, Tần số quét 60 Hz, Độ sáng 250 nits, Độ phủ màu 45% NTSC","3 Cell, 65 W",AMD,0,Integrated,13841765.734265734,14568172.895677608,250.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop MSI Gaming GF63 11UC-441VN,20990000.0,28490000.0,MSI,Intel,Core i7 Tiger,,,8,512.0,SSD,15.6,21,20990000.0,18.94291379310345,0,70.0,1,0,0,0,0,1,0,0,0,0,0,0,"Card rời - NVIDIA GeForce RTX3050, 4 GB",1920 x 1080 pixels (FullHD),"Chống chói Anti Glare, LED, Tấm nền IPS","3-cell Li-ion, 53 Wh",NVIDIA,4,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,1.0,53.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Pavilion 15-EG2082TU 7C0Q5PA,15490000.0,19790000.0,HP,Intel,,,,8,512.0,SSD,15.6,20,15490000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"15.6"" ( 1920 x 1080 ) Full HD, IPS",3 cell 41 Wh,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 3593 70205744,14190000.0,15990000.0,Dell,Intel,Core i5 Ice,,,,256.0,SSD,15.6,12,14190000.0,15.367008343265791,0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,NVIDIA GeForce MX230 2GB,1920 x 1080 pixels (FullHD),"120Hz, Anti-Glare with 45% NTSC",Li-Ion 3 cell,NVIDIA,2,Discrete,21783896.94041868,21386385.66380616,300.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop ASUS VivoBook A515EP-BQ196T,22490000.0,23490000.0,ASUS,Intel,,,,8,512.0,SSD,15.6,15,22490000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA® GeForce® MX330 2GB GDDR5,1920 x 1080 pixels (FullHD),15.6 inch (16:9) Đèn LED nền FHD (1920x1080) 60Hz Chống lóa Tấm nền với 45% NTSC,"3 cell, 42Wh",NVIDIA,2,Discrete,21962005.347593583,21636442.211055275,300.0,100.0,45.0,0.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Pavilion x360 14-dh0104TU (6ZF32PA),18490000.0,,HP,Intel,,,,,1024.0,HDD,14.0,12,18490000.0,14.255501691093574,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,Intel UHD Graphics 620,1920 x 1080 pixels (FullHD),FHD IPS WLED-backlit multitouch-enabled edge-to-edge glass,2-Cell 37.2 Whr,Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,0.0,2.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Crosshair 16 HX AI D2XWGKG-071VN,48490000.0,54990000.0,MSI,Intel,,24,24,32,1024.0,SSD,16.0,28,48490000.0,18.94291379310345,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"NVIDIA GeForce RTX 5070 GDDR7 8GB
Intel Graphics",2560 x 1600 pixel (2K),"Màn hình chống chói, Độ phủ màu 100% DCI-P3",4 Cell int (240W),NVIDIA,5070,Discrete,21783896.94041868,21386385.66380616,300.0,100.0,45.0,1.0,50.0,4.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop LG gram 2020 14ZD90N-V.AX55A5,24280000.0,30490000.0,LG,Intel,,,,8,512.0,SSD,14.0,21,24280000.0,23.02519607843137,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel® Iris® Plus Graphics,1920 x 1080 pixels (FullHD),IPS,"72 Wh Li-Ion (9,450 mAh), 4 cell lithium ion (polymer)",Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,0.0,72.0,4.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook X515EP-EJ268T - Cũ Trầy Xước,9390000.0,18690000.0,ASUS,Other,Core i5 1135G7,,,12,512.0,SSD,15.6,20,9390000.0,19.129988593155893,1,53.0,0,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce MX330-2GB DDR5,1920 x 1080 pixels (FullHD),"Màn hình chống loá, NTSC: 45%","37WHrs, 2S1P, 2-cell Li-ion",NVIDIA,2,Discrete,21783896.94041868,21386385.66380616,300.0,100.0,45.0,0.0,37.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 15 3520-5810BLK 102F0 - Đã Kích Hoạt,10190000.0,13990000.0,Dell,Intel,,4,8,8,256.0,,15.6,22,10190000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, Độ phủ màu NTSC 45%, Màn hình chống chói",lithium-polymer,Intel,0,Integrated,14668579.29948839,14561476.466795616,250.0,100.0,45.0,1.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Asus ZenBook 14 OLED UX3402VA-KM203W - Cũ Trầy Xước,14790000.0,25990000.0,Asus,Intel,,12,16,16,512.0,SSD,14.0,22,14790000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Iris Xe Graphics,2880 x 1800 pixels,"Thời gian phản hồi 0.2ms, Tần số quét 90Hz, Độ sáng tối đa 600nits HDR, Độ phủ màu 100% DCI-P3, HDR True Black 600, 1.07 tỷ màu, SGS Eye Care Display","75WHrs, 2S2P, 4-cell Li-ion",Intel,0,Integrated,14665286.283891547,14587476.470588235,600.0,100.0,45.0,0.0,75.0,3.0,2880x1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Acer Nitro 5 AN515-55-70VQ (NH.Q7RSV.001) - Cũ Trầy Xước,18490000.0,,Acer,Intel,,,,,512.0,SSD,15.6,13,18490000.0,14.483635983263598,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,NVIDIA GeForce GTX 1650 4GB GDDR6 + Intel UHD Graphics,1920 x 1080 pixels (FullHD),"15.6"" FHD (1920 x 1080) IPS, 60Hz, Anti-Glare",4 Cell 57.5WHr,NVIDIA,4,Discrete,21783896.94041868,21386385.66380616,300.0,100.0,45.0,0.0,5.0,4.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop ASUS ZenBook Flip UX363EA0-HP726W - Cũ Xước Cấn,9090000.0,22800000.0,ASUS,Intel,,,,8,512.0,SSD,13.3,20,9090000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,1,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated",4 Cell 67WHr,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,67.0,4.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Gaming Thin 15 B12UCX-1419VN V2 - Đã Kích Hoạt,12990000.0,,MSI,Other,,,,16,512.0,SSD,15.6,21,12990000.0,18.94291379310345,0,40.0,0,0,0,0,0,1,0,0,0,0,0,0,"Nvidia Geforce RTX 2050, GDDR6 4GB",1920 x 1080 pixels (FullHD),Độ phủ màu 45%NTSC,"3 cell, 52.4Whr",NVIDIA,4,Discrete,21658765.770707622,21341011.81304571,300.0,100.0,45.0,0.0,4.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Asus ExpertBook P1 P1462CVA-NK0009W - Cũ Đẹp,10890000.0,,Asus,Intel,,,,8,512.0,,14.0,20,10890000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel® UHD Graphics,1920 x 1080 pixels (FullHD),"16:9, 250nits, màn hình chống chói","42WHrs, 3S1P, 3-cell Li-ion",Intel,0,Integrated,14644380.094043886,14566309.685779074,250.0,100.0,45.0,1.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Asus VivoBook 15 OLED A1505VA-L1201W - Đã Kích Hoạt,18390000.0,24990000.0,Asus,Intel,,14,20,16,512.0,SSD,15.6,23,18390000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Thời gian phản hồi 0.2ms, Tần số quét 60Hz, Độ sáng tối đa 600nits HDR, Độ phủ màu 100% DCI-P3, Display HDR True Black 600, 1.07 tỷ màu, TÜV Rheinland-certified, SGS Eye Care Display","50WHrs, 3S1P, 3-cell Li-ion",Intel,0,Integrated,14604040.848389631,14585734.54782043,600.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook A415EA-EB1749W - Cũ Trầy Xước,6290000.0,,ASUS,Intel,Core i3 1125G4,,,8,512.0,SSD,14.0,21,6290000.0,19.129988593155893,1,33.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1200 pixels (FullHD+),"60 Hz, IPS LCD, 250 nits, 45% NTSC",3 Cell 42W Lithium-ion,Intel,0,Integrated,14720549.78524014,14568172.895677608,250.0,100.0,45.0,0.0,50.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP 15S FQ2559TU 46M27PA - Cũ Xước Cấn,7890000.0,16190000.0,HP,Intel,Core i5 Tiger,,,8,512.0,SSD,15.6,20,7890000.0,14.255501691093574,0,50.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),Màn hình chống loá,"3-cell Li-ion, 41 Wh",Intel,0,Integrated,14720549.78524014,14568172.895677608,300.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Gaming ROG Strix G17 G713QM-K4113T - Cũ Xước Cấn,16390000.0,41990000.0,ASUS,AMD,Ryzen 7 5800H,,,16,512.0,SSD,17.3,18,16390000.0,19.129988593155893,5,110.5,0,1,0,0,0,1,0,0,0,0,0,0,Geforce RTX 3060 6GB,2560 x 1440 pixels (2K),"Tần số quét 165Hz, 100%sRGB","4-cell, 90WHrs Li-ion",NVIDIA,6,Discrete,21603861.43931257,21346578.81398885,300.0,100.0,45.0,0.0,90.0,3.0,2560x1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop LG Gram 2022 14Z90Q-G.AJ32A5 - Cũ Đẹp,9690000.0,25990000.0,LG,Intel,,,,8,256.0,SSD,14.0,22,9690000.0,23.02519607843137,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel UHD Graphics,1920 x 1200 pixels (FullHD+),"LGD, Chống lóa mắt, gam màu DCI-P3 99%",72 Wh Li-on,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,72.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Pavilion 15-EG2082TU 7C0Q5PA - Cũ Trầy Xước,10090000.0,19790000.0,HP,Intel,,,,8,512.0,SSD,15.6,20,10090000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"15.6"" ( 1920 x 1080 ) Full HD, IPS",3 cell 41 Wh,Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
